ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	1.2360237918e-03	1.0436464431e-03	3.3999730768e+00	     6	7.9491963058e-02	9.8909446806e-02	2.5615000471e+00
  4	   312	9.0563567208e-05	7.2721771135e-05	3.5722105158e+00	    15	3.3682030009e-03	3.1370278069e-03	2.5906838781e+00
  6	   572	5.9734369035e-06	4.6346789681e-06	3.7460041225e+00	    28	3.7291338945e-04	4.0387811514e-04	2.6380480742e+00
  8	   832	9.8446140482e-08	7.4738555155e-08	3.9956902024e+00	    45	2.8884316428e-05	2.5337416811e-05	2.7830320741e+00
 10	  1248	2.5206060359e-08	1.8937161667e-08	4.0358663638e+00	    66	4.6089668706e-06	2.5046809022e-06	2.6479750072e+00
 12	  1664	2.9362837531e-08	2.2283138229e-08	3.9788620049e+00	    91	3.6021022785e-06	3.4920528486e-06	2.8934810122e+00
 14	  2184	5.6886498717e-09	4.2250256387e-09	3.9633471252e+00	   120	6.1231005162e-07	5.8520172249e-07	2.8030029840e+00
 16	  2704	2.6029648835e-09	1.9330530871e-09	3.9442222494e+00	   153	2.6649243638e-07	2.6891917707e-07	2.7406895358e+00
 18	  3432	1.3397604616e-09	9.8809062616e-10	3.9939701717e+00	   190	1.4764615787e-08	1.4397695022e-08	2.7446159739e+00
 20	  4056	7.9269020272e-10	5.8686027528e-10	4.1892909509e+00	   231	2.4238953902e-08	1.6586215720e-08	2.7637755625e+00
 22	  4836	3.9860774546e-10	2.9186198251e-10	3.9926889082e+00	   276	5.2740049414e-08	4.1376216906e-08	2.8522455998e+00
 24	  5668	7.3624439936e-10	5.3780740599e-10	3.9412787663e+00	   325	9.5838708517e-09	9.4950924701e-09	2.8001019148e+00
 26	  6760	1.2425499324e-10	9.2175379408e-11	4.2898879318e+00	   378	1.8210113457e-08	1.7679931811e-08	2.8220518401e+00
 28	  7800	1.7069745234e-10	1.2556146216e-10	4.0251380836e+00	   435	1.3648430184e-08	1.3241730795e-08	2.8580696267e+00
 30	  8892	2.4989035670e-10	1.8361085578e-10	4.1120233045e+00	   496	6.3688901226e-09	6.3631429848e-09	2.7717915545e+00
