ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	    12	1.4903476490e-03	1.4829775731e-03	1.4206958228e+00	     6	3.7586841645e-01	3.3708093038e-01	2.2357763752e+00
  4	    24	6.3057434940e-05	5.9481721826e-05	2.1676322941e+00	    15	4.4557485003e-04	4.6477984821e-04	6.0390676759e+00
  6	    44	4.2460776352e-07	3.7739680566e-07	2.7875732962e+00	    28	3.9559634855e-04	3.8612882143e-04	5.6458361763e+00
  8	    64	4.1097007899e-10	3.7853656842e-10	3.5784856518e+00	    43	8.7327424846e-07	8.6117282278e-07	6.8024213991e+00
 10	    96	3.0470862762e-13	2.7799984656e-13	3.8030037160e+00	    66	1.0004150437e-08	1.0064797809e-08	5.0864403043e+00
 12	   128	3.9137855832e-15	3.4007052369e-15	3.6345531053e+00	    91	9.3555615247e-12	9.2388659524e-12	5.7140625868e+00
 14	   168	1.8565138334e-15	1.7679056100e-15	3.5696260869e+00	   120	3.8679431605e-15	3.6398056676e-15	6.3728854325e+00
 16	   208	1.8597521484e-15	3.8167124532e-15	3.5061744874e+00	   153	2.0066742556e-15	2.5788597657e-15	5.1425739112e+00
 18	   264	1.6448553981e-15	2.6665836134e-15	3.6431897676e+00	   190	2.5683226077e-15	2.9742663380e-15	5.1953642803e+00
 20	   312	1.6851750962e-15	3.1374176995e-15	4.3033604195e+00	   231	1.4492072098e-15	2.2265544964e-15	6.0578633192e+00
 22	   372	7.4563112002e-15	7.7053232025e-15	3.6458239438e+00	   276	1.3704827672e-15	3.9540474329e-15	5.6901845067e+00
 24	   436	5.6287931842e-15	9.4906395333e-15	3.4914028410e+00	   325	2.7818545675e-15	5.5944822512e-15	5.4513267114e+00
 26	   520	4.4454941592e-15	8.6323686112e-15	4.6343269710e+00	   378	4.8638529176e-15	6.6248410272e-15	6.8812698141e+00
 28	   600	2.8638581906e-15	4.1984466749e-15	3.7773766118e+00	   435	4.9176782109e-15	8.1219950555e-15	5.9222935540e+00
 30	   684	9.2998131680e-15	2.7953067822e-14	4.0298389883e+00	   496	6.0609628198e-15	1.0753094656e-14	6.6985165237e+00
