ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	    12	8.9733030627e-04	5.1773345405e-04	1.0037068172e+00	     6	1.1873831230e-03	6.7522790339e-04	1.0043458229e+00
  4	    24	6.5391206173e-04	3.3300798699e-04	1.0036970053e+00	    15	3.6475034783e-04	2.2271301805e-04	1.0046270338e+00
  6	    44	9.2435294949e-04	4.3892984184e-04	1.0039052721e+00	    28	7.8604283755e-04	4.3122317570e-04	1.0050907718e+00
  8	    64	6.5034737489e-04	3.0952476264e-04	1.0039524902e+00	    45	6.1413536848e-04	3.2600226948e-04	1.0049532556e+00
 10	    96	9.4064424368e-04	4.3815582767e-04	1.0042154471e+00	    66	8.1609752333e-04	4.2951001202e-04	1.0048818542e+00
 12	   128	9.2972642583e-04	4.2846255474e-04	1.0041507449e+00	    91	8.3559076193e-04	4.3477690217e-04	1.0049864742e+00
 14	   168	8.5112951354e-04	3.9040224494e-04	1.0041054356e+00	   120	7.5504266369e-04	3.8796820383e-04	1.0050783403e+00
 16	   208	8.9568552130e-04	4.0930289626e-04	1.0041186554e+00	   153	8.0461243207e-04	4.0679430889e-04	1.0047327157e+00
 18	   264	9.3728347502e-04	4.2603955787e-04	1.0041840128e+00	   190	8.4029666197e-04	4.2768161916e-04	1.0048264450e+00
 20	   312	9.4734384346e-04	4.3069954454e-04	1.0043832469e+00	   231	8.5408461821e-04	4.2873595225e-04	1.0050974581e+00
 22	   372	9.4068156305e-04	4.2509371960e-04	1.0041851362e+00	   276	8.5026742121e-04	4.2674928729e-04	1.0049624495e+00
 24	   436	9.3081730653e-04	4.1722542506e-04	1.0041315984e+00	   325	8.4234356442e-04	4.1696924408e-04	1.0049133398e+00
 26	   520	8.6259501358e-04	3.9162671538e-04	1.0043891730e+00	   378	7.7246273076e-04	3.9034641621e-04	1.0053131013e+00
 28	   600	8.9148157045e-04	4.0160847082e-04	1.0041876959e+00	   435	8.0436168923e-04	4.0461478110e-04	1.0050751511e+00
 30	   684	9.0330169365e-04	4.0670190105e-04	1.0042509685e+00	   496	8.0149977887e-04	4.0137300393e-04	1.0052306037e+00
