ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	5.2069730387e-06	3.1294226043e-06	1.0009483988e+00	     6	4.0235422370e-04	3.1801565318e-04	1.0009809232e+00
  4	   312	2.1319198935e-08	1.1912645802e-08	1.0010208215e+00	    15	5.3330803894e-06	3.3617917012e-06	1.0012370268e+00
  6	   572	1.7818051755e-11	9.5290041559e-12	1.0010603941e+00	    28	2.8140105534e-08	1.6627607733e-08	1.0010818343e+00
  8	   832	2.1250098127e-13	1.1175685061e-13	1.0011260597e+00	    45	1.0341176494e-10	6.5345182015e-11	1.0011846085e+00
 10	  1248	2.1052469251e-13	1.0978878506e-13	1.0011354892e+00	    66	8.0370022716e-14	4.6869041100e-14	1.0012315338e+00
 12	  1664	2.0990192021e-13	1.0833319041e-13	1.0011183413e+00	    91	1.7755770352e-13	1.1059130791e-13	1.0014151976e+00
 14	  2184	2.0990297123e-13	1.0976034632e-13	1.0011193450e+00	   120	1.7493818311e-13	1.0866274286e-13	1.0013724544e+00
 16	  2704	2.0984860806e-13	1.1115834719e-13	1.0011147684e+00	   153	1.7689957891e-13	1.0927430741e-13	1.0013687912e+00
 18	  3432	2.0992962636e-13	1.1124608705e-13	1.0011267500e+00	   190	1.7965760755e-13	1.0951524269e-13	1.0013072349e+00
 20	  4056	2.0892702590e-13	1.1166913475e-13	1.0011761300e+00	   231	1.7533910049e-13	1.0869337941e-13	1.0013538530e+00
 22	  4836	2.1003508631e-13	1.1253970428e-13	1.0011284940e+00	   276	1.7696221936e-13	1.0831946537e-13	1.0014588955e+00
 24	  5668	2.1010638483e-13	1.0985481901e-13	1.0011152761e+00	   325	1.8001277915e-13	1.0883218926e-13	1.0013667298e+00
 26	  6760	2.0842114931e-13	1.1221224952e-13	1.0011993347e+00	   378	1.7755691201e-13	1.0972210251e-13	1.0013782242e+00
 28	  7800	2.0955021265e-13	1.1320227350e-13	1.0011355142e+00	   435	1.7387181718e-13	1.0885431238e-13	1.0014563593e+00
 30	  8892	2.0930204758e-13	1.1213456775e-13	1.0011547348e+00	   496	1.7473164695e-13	1.0996621976e-13	1.0013956537e+00
