ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	6.6561220418e-06	5.7981166081e-06	1.0009483988e+00	     6	2.3505404386e-04	2.1360542498e-04	1.0009809232e+00
  4	   312	7.9245757479e-07	6.7334977408e-07	1.0010208215e+00	    15	2.4948441135e-05	2.1045376124e-05	1.0012370268e+00
  6	   572	2.2058197690e-07	1.8498487753e-07	1.0010603941e+00	    28	8.8351285679e-06	7.2091097696e-06	1.0010818343e+00
  8	   832	1.4792718843e-07	1.2338608834e-07	1.0011260597e+00	    45	3.4234757381e-07	2.9045024812e-07	1.0011846085e+00
 10	  1248	2.5415908995e-08	2.1173936840e-08	1.0011354892e+00	    66	4.6279089271e-07	3.7634899332e-07	1.0012315338e+00
 12	  1664	1.6979866147e-08	1.4105202098e-08	1.0011183413e+00	    91	7.6732242291e-08	6.4489554794e-08	1.0014151976e+00
 14	  2184	3.0276257486e-08	2.5134359881e-08	1.0011193450e+00	   120	1.2008796278e-07	1.0186275272e-07	1.0013724544e+00
 16	  2704	1.8444430403e-08	1.5315446347e-08	1.0011147684e+00	   153	6.3885542378e-08	5.4294932376e-08	1.0013687912e+00
 18	  3432	2.5488959724e-09	2.1171929140e-09	1.0011267500e+00	   190	1.2795892475e-08	1.0754199635e-08	1.0013072349e+00
 20	  4056	3.1106081850e-09	2.5837865587e-09	1.0011761300e+00	   231	4.6401751489e-08	3.9495474776e-08	1.0013538530e+00
 22	  4836	1.6419691412e-09	1.3619018530e-09	1.0011284940e+00	   276	7.1994142919e-08	6.0528345263e-08	1.0014588955e+00
 24	  5668	1.3575811661e-09	1.1236896280e-09	1.0011152761e+00	   325	1.4611770349e-09	1.2200631995e-09	1.0013667298e+00
 26	  6760	2.2147468946e-09	1.8381997873e-09	1.0011993347e+00	   378	1.3668014778e-09	1.1499945950e-09	1.0013782242e+00
 28	  7800	1.4297518429e-09	1.1849760016e-09	1.0011355142e+00	   435	5.1993637784e-12	4.4136189314e-12	1.0014563593e+00
