ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	    57	1.4423936574e-02	1.6526633523e-02	6.6761669751e+03	     6	4.5657024266e-01	5.4840743617e-01	3.1163713048e+03
  4	   114	1.8633118587e-03	2.5196528108e-03	7.4606913603e+03	    15	1.8177279112e-02	2.4687978552e-02	2.0123505086e+03
  6	   209	3.6106596307e-05	3.1231096556e-05	8.1177147955e+03	    28	2.8754027434e-03	3.3001359365e-03	2.3561286709e+03
  8	   304	1.9660498859e-05	2.4511561813e-05	9.3776113294e+03	    45	1.1305279621e-05	1.1170071536e-05	2.5762842428e+03
 10	   456	4.3509228537e-06	5.8470048276e-06	9.5549777612e+03	    66	3.0174939834e-05	3.5896487232e-05	2.4214548300e+03
 12	   608	7.1640155793e-07	9.1447941055e-07	9.3695399097e+03	    91	3.2503729523e-06	4.0706652797e-06	2.3988292539e+03
 14	   798	5.2481438750e-07	5.5502558633e-07	9.2171562759e+03	   120	2.2848948043e-06	2.5622296673e-06	2.1998972472e+03
 16	   988	1.4632264233e-07	1.3228514691e-07	9.1305772329e+03	   153	4.0725206139e-07	5.0355136248e-07	2.4798373264e+03
 18	  1254	5.1494353450e-08	6.3999571804e-08	9.3611942914e+03	   190	3.5305961355e-07	2.9421625339e-07	2.5326788246e+03
 20	  1482	1.0236305116e-08	1.2571720616e-08	1.0250126157e+04	   231	8.0541204441e-08	8.3274113154e-08	2.3459612010e+03
 22	  1767	1.5606457423e-08	1.2194908221e-08	9.3521405058e+03	   276	6.5103105413e-08	7.9226548288e-08	2.7539617290e+03
 24	  2071	6.0669482311e-09	7.8070334342e-09	9.1167273581e+03	   325	2.3675183519e-08	2.5257877662e-08	2.4337771300e+03
 26	  2470	3.7254975486e-09	4.4199706068e-09	1.0712480541e+04	   378	1.5185670290e-08	1.1254490992e-08	2.4475763813e+03
 28	  2850	4.5769392558e-09	4.1609102584e-09	9.4984169855e+03	   435	2.0352966989e-09	2.2571783483e-09	2.3419426068e+03
 30	  3249	6.4228953841e-09	6.6757207498e-09	9.9028597491e+03	   496	8.3348099226e-09	8.6611989154e-09	2.5131266123e+03
