ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	3.1623670213e-06	2.1286066471e-06	1.0745541745e+00	     6	2.9431067979e-02	2.5302201567e-02	1.0740617450e+00
  4	   312	8.8645173040e-16	1.5936207170e-15	1.0765707652e+00	    15	2.4232343560e-16	1.7706896856e-16	1.0593809870e+00
  6	   572	1.1456753323e-15	1.9764934122e-15	1.0775567049e+00	    28	3.3579400775e-16	5.0652283044e-16	1.0503106586e+00
  8	   832	1.4787002567e-15	2.8221426921e-15	1.0819468031e+00	    45	3.2941071353e-16	5.6442853842e-16	1.0543829104e+00
 10	  1248	1.6536834488e-15	3.3608811753e-15	1.0832455838e+00	    66	4.0319798737e-16	6.5322705366e-16	1.0531662369e+00
 12	  1664	1.8742112433e-15	3.7735799272e-15	1.0820220946e+00	    91	4.6409605339e-16	9.5474510426e-16	1.0650419202e+00
 14	  2184	2.2772275671e-15	5.2528165739e-15	1.0826249668e+00	   120	3.8270090685e-16	5.4880173160e-16	1.0630736018e+00
 16	  2704	2.5185703000e-15	6.1231292946e-15	1.0822416887e+00	   153	6.3184801783e-16	1.0990232067e-15	1.0624424785e+00
 18	  3432	2.9530568384e-15	5.8219310053e-15	1.0826083710e+00	   190	5.3433407687e-16	7.8674743315e-16	1.0611626775e+00
 20	  4056	3.3009226931e-15	8.7706473300e-15	1.0859981637e+00	   231	7.1112886400e-16	1.1746402674e-15	1.0640696222e+00
 22	  4836	3.4711494793e-15	8.1278675313e-15	1.0833534366e+00	   276	6.8481822038e-16	1.4067463035e-15	1.0659209399e+00
 24	  5668	3.8492014031e-15	1.0985481901e-14	1.0826982709e+00	   325	8.7715736096e-16	1.7274950677e-15	1.0645055468e+00
 26	  6760	4.1997888486e-15	9.8827709357e-15	1.0872593138e+00	   378	9.2687086321e-16	1.7119760676e-15	1.0631387706e+00
 28	  7800	4.6321210575e-15	1.0481691991e-14	1.0835286994e+00	   435	8.7055415795e-16	2.0186962353e-15	1.0658961037e+00
 30	  8892	4.8313797482e-15	1.2700323972e-14	1.0834391935e+00	   496	1.0319394617e-15	2.4006709947e-15	1.0628055730e+00
