ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	2.7290736671e-03	1.8880428322e-03	3.1867440028e+01	     6	1.7563870084e-01	1.9946574373e-01	1.2882150725e+01
  4	   312	1.9940963355e-04	1.2800864104e-04	3.5388900694e+01	    15	1.3101292337e-02	1.2978909872e-02	1.4873139859e+01
  6	   572	1.3328682023e-05	8.4516168351e-06	3.9228635617e+01	    28	1.0306261114e-03	1.1041194715e-03	1.6471354810e+01
  8	   832	2.1641784423e-07	1.2876996377e-07	4.4678428391e+01	    45	1.0727853122e-04	1.0717575794e-04	1.9267647097e+01
 10	  1248	7.5577780944e-08	5.6140232981e-08	4.5717728020e+01	    66	1.9499770583e-05	1.8257524476e-05	1.6884747126e+01
 12	  1664	8.1366159801e-08	6.0907361213e-08	4.4415114654e+01	    91	8.0416422620e-06	6.5806951519e-06	2.1694518236e+01
 14	  2184	1.2493052343e-08	7.2346410539e-09	4.3979034781e+01	   120	1.3426925254e-06	1.0280853429e-06	1.9921281067e+01
 16	  2704	5.7166581951e-09	3.3109740705e-09	4.3550575831e+01	   153	6.6644300176e-07	6.3635250400e-07	1.8739353385e+01
 18	  3432	2.9427096416e-09	1.6931905817e-09	4.4639737272e+01	   190	4.3861657891e-08	4.3416346647e-08	1.8653682462e+01
 20	  4056	1.7395036068e-09	1.0046539402e-09	4.8982279735e+01	   231	1.0008901983e-07	9.2416803097e-08	1.9181617087e+01
 22	  4836	8.7559873765e-10	4.9934752417e-10	4.4644449370e+01	   276	2.0577350265e-07	1.9883544852e-07	2.1182987575e+01
 24	  5668	1.6173569164e-09	9.1822952614e-10	4.3506364751e+01	   325	2.4868798127e-08	2.3034812626e-08	2.0104169845e+01
 26	  6760	2.7253336287e-10	1.5762445538e-10	5.1204605671e+01	   378	3.9758818028e-08	3.1396358461e-08	2.0469650202e+01
 28	  7800	3.7474818186e-10	2.1456373071e-10	4.5340702551e+01	   435	2.9121498277e-08	2.2353678293e-08	2.1379839412e+01
 30	  8892	5.4860423840e-10	3.1360855473e-10	4.7220954243e+01	   496	1.5513535161e-08	1.4405794509e-08	1.9335508251e+01
