ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	   156	5.5117725071e-04	3.3126089463e-04	1.1024019231e+00	     6	4.2808200717e-02	3.3835056551e-02	1.1063731712e+00
  4	   312	2.2564783948e-06	1.2608648741e-06	1.1106220102e+00	    15	5.6451381752e-04	3.5585022694e-04	1.1355375494e+00
  6	   572	1.8859077643e-09	1.0085482582e-09	1.1151416030e+00	    28	2.9784182896e-06	1.7599070708e-06	1.1175976568e+00
  8	   832	2.2494403118e-11	1.1849612735e-11	1.1226804004e+00	    45	1.0945354606e-08	6.9162844411e-09	1.1294434552e+00
 10	  1248	2.2275313577e-11	1.1695706448e-11	1.1237669861e+00	    66	8.5145871916e-12	4.9805296706e-12	1.1348920825e+00
 12	  1664	2.2219908758e-11	1.1553286645e-11	1.1217917495e+00	    91	1.8793667460e-11	1.1637388076e-11	1.1564607959e+00
 14	  2184	2.2203592013e-11	1.1530637982e-11	1.1219072690e+00	   120	1.8522243728e-11	1.1528285974e-11	1.1514065070e+00
 16	  2704	2.2208187956e-11	1.1536760608e-11	1.1213806060e+00	   153	1.8726053627e-11	1.1540214681e-11	1.1509743202e+00
 18	  3432	2.2220275722e-11	1.1563299073e-11	1.1227599117e+00	   190	1.9001685549e-11	1.1555903648e-11	1.1437350768e+00
 20	  4056	2.2110172977e-11	1.1521654836e-11	1.1284616730e+00	   231	1.8551240858e-11	1.1519148937e-11	1.1492135175e+00
 22	  4836	2.2230476094e-11	1.1497181233e-11	1.1229608150e+00	   276	1.8735780160e-11	1.1504214965e-11	1.1616498628e+00
 24	  5668	2.2232090280e-11	1.1411440093e-11	1.1214390291e+00	   325	1.9063523772e-11	1.1541080457e-11	1.1507311844e+00
 26	  6760	2.2055892223e-11	1.1468838945e-11	1.1311506454e+00	   378	1.8791568813e-11	1.1467905140e-11	1.1520875383e+00
 28	  7800	2.2166667613e-11	1.1464486489e-11	1.1237698615e+00	   435	1.8407475212e-11	1.1439796281e-11	1.1613480847e+00
 30	  8892	2.2153978649e-11	1.1431840395e-11	1.1259878243e+00	   496	1.8490694255e-11	1.1426729289e-11	1.1541471524e+00
