ADE	  nodi	           err-2	         err-inf	            cond	nodi-c	         err-2-c	       err-inf-c	          cond-c
  2	    12	5.3957597280e-06	4.4588729845e-06	1.0015100395e+00	     6	2.9486830506e-04	2.1003408485e-04	1.0010977872e+00
  4	    24	1.4278387865e-06	1.1277707136e-06	1.0016072589e+00	    15	1.2973234355e-05	1.1988829206e-05	1.0016930279e+00
  6	    44	5.5359901042e-07	4.1886146581e-07	1.0016866256e+00	    28	2.6483879201e-06	2.2436540644e-06	1.0015418634e+00
  8	    64	2.0052339538e-07	1.5530081477e-07	1.0017967234e+00	    45	3.2773697542e-07	2.7379328992e-07	1.0018298257e+00
 10	    96	1.0565777296e-07	8.1228279774e-08	1.0018221897e+00	    66	3.0628524028e-07	2.6221037776e-07	1.0016377361e+00
 12	   128	4.5557029048e-08	3.4798272525e-08	1.0018049632e+00	    91	4.6846756486e-07	3.9543726080e-07	1.0016484460e+00
 14	   168	1.6518708609e-08	1.2626948296e-08	1.0017824171e+00	   120	1.2760625373e-07	1.0705294088e-07	1.0017125855e+00
 16	   208	3.8027707619e-09	2.9014168333e-09	1.0017741533e+00	   153	5.3168058327e-08	4.4273108055e-08	1.0016345360e+00
 18	   264	1.6483683603e-08	1.2553901418e-08	1.0017961358e+00	   190	1.1517424130e-08	9.7002199248e-09	1.0016102219e+00
 20	   312	1.3538612431e-09	1.0336186511e-09	1.0018793898e+00	   231	2.8475819404e-08	2.3574255799e-08	1.0017221205e+00
 22	   372	1.9091516202e-08	1.4497826934e-08	1.0017953898e+00	   276	2.5722277237e-08	2.1293113606e-08	1.0016731125e+00
 24	   436	5.2437036776e-09	3.9695438145e-09	1.0017731452e+00	   325	2.6180242081e-08	2.1615236622e-08	1.0016375631e+00
 26	   520	4.5227955461e-10	3.4562370397e-10	1.0019215100e+00	   378	3.3566358189e-09	2.8177644601e-09	1.0017667996e+00
 28	   600	4.9231334918e-09	3.7392436944e-09	1.0018092836e+00	   435	9.9765825398e-09	8.3267556636e-09	1.0016308983e+00
 30	   684	2.7156771923e-09	2.0621935937e-09	1.0018462637e+00	   496	9.2925280550e-09	7.7267832466e-09	1.0016989854e+00
